brand,category,price,product,review_avg_rating,review_count,url
Clinique,skincare,16,Clinique For Men Oil Control Exfoliating Tonic,4.4,51,https://www.ulta.com/clinique-men-oil-control-exfoliating-tonic?productId=prod2140584
Prada,cologne,94,Luna Rossa Carbon Eau de Toilette,4.9,50,https://www.ulta.com/luna-rossa-carbon-eau-de-toilette?productId=xlsImpprod15781033
Proactiv,skincare,50,Complexion Perfecting Hydrator,4.7,50,https://www.ulta.com/complexion-perfecting-hydrator?productId=xlsImpprod14651015
American Crew,hair,17.96,Forming Cream,4.6,49,https://www.ulta.com/forming-cream?productId=xlsImpprod10271102
Clinique,shaving,18.5,Clinique For Men Aloe Shave Gel,4.6,49,https://www.ulta.com/clinique-men-aloe-shave-gel?productId=xlsImpprod6470051
American Crew,hair,23.95,"3-in-1 Tea Tree Shampoo, Conditioner and Body Wash",4.7,48,https://www.ulta.com/3-in-1-tea-tree-shampoo-conditioner-body-wash?productId=xlsImpprod13762541
Duke Cannon Supply Co,hair,12.99,News Anchor Fiber Pomade,4.7,47,https://www.ulta.com/news-anchor-fiber-pomade?productId=pimprod2002333
Nioxin,hair,43.5,"Intensive Therapy Hair Booster, Hair Cuticle Protection Treatment for Progressed-Thinning Hair",4.3,47,https://www.ulta.com/intensive-therapy-hair-booster-hair-cuticle-protection-treatment-progressed-thinning-hair?productId=xlsImpprod4450429
Baxter of California,hair,33,Daily Fortifying Shampoo,3.7,47,https://www.ulta.com/daily-fortifying-shampoo?productId=xlsImpprod18591031
Hugo Boss,cologne,120,BOSS The Scent Eau De Toilette,4.8,45,https://www.ulta.com/boss-scent-eau-de-toilette?productId=xlsImpprod13611493
Giorgio Armani,cologne,35,Acqua di Giò Pour Homme Eau de Toilette Travel Spray,4.7,45,https://www.ulta.com/acqua-di-gio-pour-homme-eau-de-toilette-travel-spray?productId=xlsImpprod12821085
American Crew,hair,23.95,Daily Shampoo,4.6,45,https://www.ulta.com/daily-shampoo?productId=xlsImpprod12181001
Billy Jealousy,shaving,20,Beard Wash,4.6,45,https://www.ulta.com/beard-wash?productId=xlsImpprod11201029
Tweezerman,shaving,17,G.E.A.R. Facial Hair Scissors,4.2,45,https://www.ulta.com/gear-facial-hair-scissors?productId=xlsImpprod14571017
Billy Jealousy,shaving,20,Beard Control,4.4,44,https://www.ulta.com/beard-control?productId=xlsImpprod11201031
Burberry,cologne,71,Mr. Burberry Eau de Toilette,4.9,43,https://www.ulta.com/mr-burberry-eau-de-toilette?productId=xlsImpprod13891005
Schick,shaving,17.99,Hydro 5 Cartridges,4.6,43,https://www.ulta.com/hydro-5-cartridges?productId=xlsImpprod2460007
Tree Hut,shaving,9.99,Bare Shave Prep Sugar Scrub,4.6,42,https://www.ulta.com/bare-shave-prep-sugar-scrub?productId=xlsImpprod14221003
Jack Black,skincare,30,Face Buff Energizing Scrub,4.3,41,https://www.ulta.com/face-buff-energizing-scrub?productId=xlsImpprod3730153
The Body Shop,body ,15,Tea Tree Body Wash,3.8,41,https://www.ulta.com/tea-tree-body-wash?productId=xlsImpprod5190193
Givenchy,cologne,68,Pi Eau de Toilette,4.7,38,https://www.ulta.com/pi-eau-de-toilette?productId=6993
Kenneth Cole New York,cologne,82,Mankind Eau de Toilette,4.7,38,https://www.ulta.com/mankind-eau-de-toilette?productId=xlsImpprod6481118
Duke Cannon Supply Co,hair,12.99,News Anchor Forming Cream,4.7,37,https://www.ulta.com/news-anchor-forming-cream?productId=xlsImpprod17391047
Gucci,cologne,109,Guilty Intense Pour Homme Eau de Toilette,4.5,37,https://www.ulta.com/guilty-intense-pour-homme-eau-de-toilette?productId=xlsImpprod3820319
American Crew,hair,23.95,Daily Conditioner,4.8,36,https://www.ulta.com/daily-conditioner?productId=xlsImpprod10271088
SheaMoisture,shaving,9.99,Maracuja Oil & Shea Butter Beard Wash,4.7,36,https://www.ulta.com/maracuja-oil-shea-butter-beard-wash?productId=xlsImpprod18491001
Giorgio Armani,shaving,51,Acqua di Giò After Shave Balm,4.8,35,https://www.ulta.com/acqua-di-gio-after-shave-balm?productId=prod2045529
John Varvatos,cologne,72,Artisan Eau de Toilette,4.5,35,https://www.ulta.com/artisan-eau-de-toilette?productId=xlsImpprod1610023
Ralph Lauren,cologne,99,Polo Blue Eau de Parfum,4.8,34,https://www.ulta.com/polo-blue-eau-de-parfum?productId=xlsImpprod14421027
Jimmy Choo,cologne,98,MAN Intense Eau de Toilette,4.7,33,https://www.ulta.com/man-intense-eau-de-toilette?productId=xlsImpprod14631153
Billy Jealousy,shaving,24,Devil's Delight Beard Oil,4.6,33,https://www.ulta.com/devils-delight-beard-oil?productId=xlsImpprod14731003
Phyto,hair,40,PHYTOPOLLÉINE Botanical Scalp Treatment,4.2,33,https://www.ulta.com/phytopolleine-botanical-scalp-treatment?productId=xlsImpprod1260412
Dolce&Gabbana,cologne,90,Light Blue Eau Intense Pour Homme Eau de Parfum,5,32,https://www.ulta.com/light-blue-eau-intense-pour-homme-eau-de-parfum?productId=xlsImpprod16161099
Duke Cannon Supply Co,body ,3.99,"Big Ass Brick of Soap, Jr. - Navel Supremacy 4.5oz",4.8,32,https://www.ulta.com/big-ass-brick-of-soap-jr-navel-supremacy-45oz?productId=pimprod2002244
Azzaro,cologne,91,Wanted Eau de Toilette,4.7,32,https://www.ulta.com/wanted-eau-de-toilette?productId=xlsImpprod16661043
Dolce&Gabbana,cologne,98,The One For Men Eau de Parfum,4.7,32,https://www.ulta.com/one-men-eau-de-parfum?productId=xlsImpprod13751009
Duke Cannon Supply Co,body ,8.5,Cold Shower Cooling Cubes,4.4,32,https://www.ulta.com/cold-shower-cooling-cubes?productId=xlsImpprod16171051
American Crew,hair,17.96,Molding Clay,3.7,32,https://www.ulta.com/molding-clay?productId=xlsImpprod10271116
Sexy Hair,hair,18.95,Style Sexy Hair Slept In Texture Creme,4.4,31,https://www.ulta.com/style-sexy-hair-slept-in-texture-creme?productId=xlsImpprod5770197
John Varvatos,cologne,74,JVxNJ Eau de Toilette,4.8,30,https://www.ulta.com/jvxnj-eau-de-toilette?productId=pimprod2000143
Billy Jealousy,hair,16,Lunatic Fringe Water-Based Pomade,4.3,30,https://www.ulta.com/lunatic-fringe-water-based-pomade?productId=xlsImpprod1450292
Peter Thomas Roth,skincare,39,Acne Clearing Wash,3.8,30,https://www.ulta.com/acne-clearing-wash?productId=xlsImpprod14631163
Kenneth Cole New York,cologne,62,Mankind Hero Eau de Toilette,4.9,29,https://www.ulta.com/mankind-hero-eau-de-toilette?productId=xlsImpprod14211045
Duke Cannon Supply Co,hair,9.99,News Anchor Power Clean Charcoal Shampoo,4.8,29,https://www.ulta.com/news-anchor-power-clean-charcoal-shampoo?productId=pimprod2005300
Redken,hair,18.5,Brews Liquid Matte Paste for Men,4.7,29,https://www.ulta.com/brews-liquid-matte-paste-men?productId=pimprod2009612
Baxter of California,hair,23,Clay Pomade,4,29,https://www.ulta.com/clay-pomade?productId=xlsImpprod18591017
John Varvatos,cologne,72,John Varvatos Eau de Toilette,4.9,28,https://www.ulta.com/john-varvatos-eau-de-toilette?productId=VP12516
Billy Jealousy,shaving,24,Gnarly Sheen Refining Beard Oil,4.4,28,https://www.ulta.com/gnarly-sheen-refining-beard-oil?productId=xlsImpprod12901005
Peter Thomas Roth,skincare,55,Retinol Fusion PM Eye Cream,4,28,https://www.ulta.com/retinol-fusion-pm-eye-cream?productId=xlsImpprod13951011
American Crew,hair,17.95,Light Hold Texture Lotion,4.8,27,https://www.ulta.com/light-hold-texture-lotion?productId=xlsImpprod10271112
Duke Cannon Supply Co,body ,3.99,"Big Ass Brick of Soap, Jr.",4.8,27,https://www.ulta.com/big-ass-brick-of-soap-jr?productId=pimprod2002327
Burberry,cologne,66,Brit Rhythm Eau de Toilette,4.7,27,https://www.ulta.com/brit-rhythm-eau-de-toilette?productId=xlsImpprod5900341
Hustle Butter,body ,49.99,CBD Luxe Miraculous Multipurpose Cream,4.6,27,https://www.ulta.com/cbd-luxe-miraculous-multipurpose-cream?productId=pimprod2007240
Jack Black,body ,30,Cool Moisture Body Lotion,4.7,26,https://www.ulta.com/cool-moisture-body-lotion?productId=xlsImpprod3730175
Jimmy Choo,cologne,35,MAN Eau de Toilette Travel Spray,4.4,26,https://www.ulta.com/man-eau-de-toilette-travel-spray?productId=xlsImpprod13231219
Gucci,cologne,91,Gucci By Gucci Pour Homme Eau de Toilette,4.2,26,https://www.ulta.com/gucci-by-gucci-pour-homme-eau-de-toilette?productId=xlsImpprod1320018
Baxter of California,body ,20,Aluminum-Free Deodorant,3.8,26,https://www.ulta.com/aluminum-free-deodorant?productId=xlsImpprod18591041
Nioxin,hair,39,Scalp Recovery Soothing Serum,3.4,25,https://www.ulta.com/scalp-recovery-soothing-serum?productId=xlsImpprod4450449
Dior,shaving,60,Sauvage After-Shave Balm,4.8,24,https://www.ulta.com/sauvage-after-shave-balm?productId=xlsImpprod14351013
American Crew,hair,14.95,Medium Hold Spray Gel,4.6,24,https://www.ulta.com/medium-hold-spray-gel?productId=xlsImpprod10271114
American Crew,hair,17.96,Defining Paste,4.5,24,https://www.ulta.com/defining-paste?productId=xlsImpprod10271092
American Crew,hair,15.95,Grooming Spray,4.8,23,https://www.ulta.com/grooming-spray?productId=xlsImpprod10271106
Gucci,cologne,76,Made To Measure Pour Homme Eau de Toilette,4.8,23,https://www.ulta.com/made-measure-pour-homme-eau-de-toilette?productId=xlsImpprod5810155
American Crew,hair,14.95,Firm Hold Styling Cream,4.5,23,https://www.ulta.com/firm-hold-styling-cream?productId=xlsImpprod18181003
Giorgio Armani,shaving,51,Acqua di Giò After Shave Lotion,4.5,23,https://www.ulta.com/acqua-di-gio-after-shave-lotion?productId=prod2023547
Redken,hair,18.5,Brews Instant Hair Thickening Spray,4.5,23,https://www.ulta.com/brews-instant-hair-thickening-spray?productId=pimprod2009614
Prada,cologne,94,Online Only Amber Pour Homme Eau de Toilette,4.8,22,https://www.ulta.com/amber-pour-homme-eau-de-toilette?productId=VP11861
American Crew,hair,17.96,Grooming Cream,4.5,22,https://www.ulta.com/grooming-cream?productId=xlsImpprod10271104
Billy Jealousy,hair,16,Headlock Hair Molding Cream,4.5,22,https://www.ulta.com/headlock-hair-molding-cream?productId=xlsImpprod2300095
Baxter of California,skincare,36,Super Shape Skin Recharge Cream,4,22,https://www.ulta.com/super-shape-skin-recharge-cream?productId=xlsImpprod18591009
Dior,cologne,79,Homme Cologne Eau de Toilette,5,21,https://www.ulta.com/homme-cologne-eau-de-toilette?productId=xlsImpprod13231215
Clinique,skincare,33,Clinique For Men Anti-Fatigue Eye Gel,4.4,21,https://www.ulta.com/clinique-men-anti-fatigue-eye-gel?productId=xlsImpprod3620081
Toppik,hair,17.95,Hair Fattener,4.6,20,https://www.ulta.com/hair-fattener?productId=xlsImpprod6480284
Paul Mitchell,hair,36,MITCH Double Hitter 2-in-1 Shampoo & Conditioner,4.5,20,https://www.ulta.com/mitch-double-hitter-2-in-1-shampoo-conditioner?productId=xlsImpprod13881097
American Crew,hair,14.95,Light Hold Styling Gel,4.3,20,https://www.ulta.com/light-hold-styling-gel?productId=xlsImpprod10271110
Pura d'or,hair,14.99,Hair Thinning Therapy Conditioner ,4.3,20,https://www.ulta.com/hair-thinning-therapy-conditioner?productId=xlsImpprod15751043
Sexy Hair,hair,17.95,Style Sexy Hair Shaping Creme Pliable Shaping Creme,4,20,https://www.ulta.com/style-sexy-hair-shaping-creme-pliable-shaping-creme?productId=xlsImpprod5770195
Clinique,skincare,45.5,Clinique For Men Anti-Fatigue Hydrating Concentrate SPF 25,3.8,20,https://www.ulta.com/clinique-men-anti-fatigue-hydrating-concentrate-spf-25?productId=xlsImpprod19011103
Paul Mitchell,hair,18,MITCH Reformer Texturizing Hair Putty,4.7,19,https://www.ulta.com/mitch-reformer-texturizing-hair-putty?productId=xlsImpprod13881105
American Crew,body ,12.75,24-Hour Deodorant Body Wash,4.6,19,https://www.ulta.com/24-hour-deodorant-body-wash?productId=xlsImpprod10271072
Tigi,hair,9.99,Bed Head Mini Manipulator,3.9,19,https://www.ulta.com/bed-head-mini-manipulator?productId=xlsImpprod18281001
Duke Cannon Supply Co,hair,9.99,News Anchor Power Clean Mint Conditioner,5,18,https://www.ulta.com/news-anchor-power-clean-mint-conditioner?productId=pimprod2005299
Giorgio Armani,cologne,28,Acqua di Giò Deodorant Spray,4.8,18,https://www.ulta.com/acqua-di-gio-deodorant-spray?productId=xlsImpprod5390053
John Varvatos,cologne,72,Vintage Eau de Toilette,4.8,18,https://www.ulta.com/vintage-eau-de-toilette?productId=xlsImpprod640832
Prada,cologne,102,Luna Rossa Black Eau de Parfum,4.7,18,https://www.ulta.com/luna-rossa-black-eau-de-parfum?productId=xlsImpprod18731053
Jack Black,shaving,20,Post Shave Cooling Gel,4.5,18,https://www.ulta.com/post-shave-cooling-gel?productId=xlsImpprod3730157
Bosley,hair,34.95,Bosley Pro Hair Regrowth Treatment Extra Strength for Men,4.4,18,https://www.ulta.com/bosley-pro-hair-regrowth-treatment-extra-strength-men?productId=xlsImpprod5370071
Gucci,cologne,76,Guilty EAU Pour Homme Eau de Toilette,4.9,17,https://www.ulta.com/guilty-eau-pour-homme-eau-de-toilette?productId=xlsImpprod13521019
Azzaro,cologne,87,Chrome Pure Eau de Toilette,4.8,17,https://www.ulta.com/chrome-pure-eau-de-toilette?productId=xlsImpprod15351015
House 99 by David Beckham,skincare,20,Purefectly Clean Face Wash,5,16,https://www.ulta.com/purefectly-clean-face-wash?productId=xlsImpprod17561033
Montblanc,cologne,98,Legend Night Eau de Parfum,5,16,https://www.ulta.com/legend-night-eau-de-parfum?productId=xlsImpprod17941007
Hustle Butter,body ,19.99,Deluxe Luxury Tattoo Care & Maintenance Cream,4.8,16,https://www.ulta.com/deluxe-luxury-tattoo-care-maintenance-cream?productId=pimprod2007238
Duke Cannon Supply Co,hair,9.99,News Anchor Quick Fix Dry Shampoo,4.7,16,https://www.ulta.com/news-anchor-quick-fix-dry-shampoo?productId=pimprod2005298
Nioxin,hair,26.98,5% Minoxidil Hair Regrowth Treatment For Men,4.6,16,https://www.ulta.com/5-minoxidil-hair-regrowth-treatment-men?productId=xlsImpprod12291933
Toppik,hair,9.95,FiberHold Spray,4.3,16,https://www.ulta.com/fiberhold-spray?productId=xlsImpprod5870264
Toppik,hair,19.95,Hair Perfecting Duo,3.6,16,https://www.ulta.com/hair-perfecting-duo?productId=xlsImpprod13881081
Yves Saint Laurent,cologne,108,L'Homme Eau de Parfum Intense,4.8,15,https://www.ulta.com/lhomme-eau-de-parfum-intense?productId=xlsImpprod12521159
Duke Cannon Supply Co,body ,9.99,Big Ass Beer Soap on a Rope,4.5,15,https://www.ulta.com/big-ass-beer-soap-on-a-rope?productId=pimprod2000410
Bosley,hair,39.95,Bosley Pro BosRevive Thickening Treatment For Color-Treated Hair,4.3,15,https://www.ulta.com/bosley-pro-bosrevive-thickening-treatment-color-treated-hair?productId=xlsImpprod5370065
Pura d'or,hair,24.99,Hair Thinning Therapy Energizing Scalp Serum,3.7,15,https://www.ulta.com/hair-thinning-therapy-energizing-scalp-serum?productId=xlsImpprod15751037
Tigi,hair,11.5,Bed Head for Men Daily Clean Up Shampoo,4.9,14,https://www.ulta.com/bed-head-men-daily-clean-up-shampoo?productId=xlsImpprod11201013
Dior,cologne,79,Sauvage Very Cool Spray,4.8,14,https://www.ulta.com/sauvage-very-cool-spray?productId=xlsImpprod16111012
Dior,cologne,99,Homme Sport Eau de Toilette,4.7,14,https://www.ulta.com/homme-sport-eau-de-toilette?productId=xlsImpprod13231217
Givenchy,cologne,93,Gentlemen Only Eau de Toilette,4.7,14,https://www.ulta.com/gentlemen-only-eau-de-toilette?productId=xlsImpprod5220023
Dior,cologne,95,Fahrenheit Eau de Toilette,4.66,14,https://www.ulta.com/fahrenheit-eau-de-toilette?productId=xlsImpprod13231207
Baxter of California,skincare,23,Daily Face Wash,4.6,14,https://www.ulta.com/daily-face-wash?productId=xlsImpprod18591007
John Varvatos,cologne,72,Artisan Blu Eau de Toilette,4.6,14,https://www.ulta.com/artisan-blu-eau-de-toilette?productId=xlsImpprod13891007
Tigi,hair,16.5,Bed Head For Men Power Play Firm Finish Gel,4.4,14,https://www.ulta.com/bed-head-men-power-play-firm-finish-gel?productId=xlsImpprod11201019
American Crew,hair,11.95,Superglue,4.2,14,https://www.ulta.com/superglue?productId=xlsImpprod10271132
Jack Black,body ,15,Performance Remedy Turbo Body Bar Scrubbing Soap,4.9,13,https://www.ulta.com/performance-remedy-turbo-body-bar-scrubbing-soap?productId=xlsImpprod5200451
Tweezerman,shaving,21,G.E.A.R. Ingrown Hair/Splintertweeze Stainless Steel Tweezer,4.5,13,https://www.ulta.com/gear-ingrown-hairsplintertweeze-stainless-steel-tweezer?productId=xlsImpprod14571013
SheaMoisture,shaving,9.99,Maracuja Oil & Shea Butter Full Beard Detangler,5,12,https://www.ulta.com/maracuja-oil-shea-butter-full-beard-detangler?productId=xlsImpprod18491003
18.21 Man Made,hair,42,"Shampoo, Conditioner and Body Wash",4.8,12,https://www.ulta.com/shampoo-conditioner-body-wash?productId=pimprod2004969
American Crew,shaving,17.95,Beard Serum,4.7,12,https://www.ulta.com/beard-serum?productId=xlsImpprod15911029
House 99 by David Beckham,hair,25,Smooth Back Shaping Pomade,4.6,12,https://www.ulta.com/smooth-back-shaping-pomade?productId=xlsImpprod17561019
Clinique,skincare,33,Clinique for Men Anti-Age Eye Cream,4.1,12,https://www.ulta.com/clinique-men-anti-age-eye-cream?productId=xlsImpprod2200049
Baxter of California,skincare,28,Under Eye Complex,4.9,11,https://www.ulta.com/under-eye-complex?productId=xlsImpprod18591047
Ralph Lauren,cologne,95,Polo Red Extreme Eau de Parfum,4.7,11,https://www.ulta.com/polo-red-extreme-eau-de-parfum?productId=xlsImpprod15601059
MUGLER,cologne,90,A*Men Eau de Toilette Flask,4.7,11,https://www.ulta.com/amen-eau-de-toilette-flask?productId=xlsImpprod3920123
SheaMoisture,shaving,9.99,Maracuja Oil & Shea Butter Beard Balm,4.7,11,https://www.ulta.com/maracuja-oil-shea-butter-beard-balm?productId=xlsImpprod18491005
American Crew,hair,14.95,Matte Styling Cream,4.2,11,https://www.ulta.com/matte-styling-cream?productId=xlsImpprod10271134
Pura d'or,hair,14.99,Natural Hold Styling Spray,4.2,11,https://www.ulta.com/natural-hold-styling-spray?productId=xlsImpprod15751039
Coach,cologne,32,For Men Eau de Toilette Travel Spray,5,10,https://www.ulta.com/men-eau-de-toilette-travel-spray?productId=xlsImpprod17941011
Baxter of California,body ,18,Vitamin Cleansing Bar,4.8,10,https://www.ulta.com/vitamin-cleansing-bar?productId=xlsImpprod18591027
Bvlgari,cologne,113,Man In Black Eau de Parfum,4.7,10,https://www.ulta.com/man-in-black-eau-de-parfum?productId=xlsImpprod11271073
Duke Cannon Supply Co,body ,9.99,Cold Shower Field Towels Face & Body Wipes,4.6,10,https://www.ulta.com/cold-shower-field-towels-face-body-wipes?productId=pimprod2002335
Baxter of California,hair,23,Hard Cream Pomade,4.4,10,https://www.ulta.com/hard-cream-pomade?productId=xlsImpprod18591039
Dior,shaving,60,Fahrenheit Aftershave Splash,4.3,10,https://www.ulta.com/fahrenheit-aftershave-splash?productId=xlsImpprod13231209
Hugo Boss,cologne,72,BOSS Bottled Night Eau de Toilette,4.2,10,https://www.ulta.com/boss-bottled-night-eau-de-toilette?productId=xlsImpprod4760675
Burberry,cologne,84,Brit Splash Eau De Toilette,5,9,https://www.ulta.com/brit-splash-eau-de-toilette?productId=xlsImpprod12191159
Azzaro,cologne,65,Pour Homme Eau de Toilette,4.8,9,https://www.ulta.com/pour-homme-eau-de-toilette?productId=2326
Gillette,shaving,19.99,Fusion Power Cartridges,4.8,9,https://www.ulta.com/fusion-power-cartridges?productId=xlsImpprod3780129
Ralph Lauren,cologne,40,Polo Black Travel Spray,4.8,9,https://www.ulta.com/polo-black-travel-spray?productId=xlsImpprod1690039
House 99 by David Beckham,shaving,27,Softer Touch Beard Oil,4.7,9,https://www.ulta.com/softer-touch-beard-oil?productId=xlsImpprod17561031
Jack Black,hair,28,True Volume Thickening Shampoo,4.7,9,https://www.ulta.com/true-volume-thickening-shampoo?productId=xlsImpprod12261199
Calvin Klein,cologne,90,Eternity Intense For Men Eau de Toilette,4.6,9,https://www.ulta.com/eternity-intense-men-eau-de-toilette?productId=xlsImpprod15471001
Clinique,skincare,14.5,Clinique For Men Starter Kit - Daily Intense Hydration,4.6,9,https://www.ulta.com/clinique-men-starter-kit-daily-intense-hydration?productId=xlsImpprod18451213
Every Man Jack,body ,6.39,Citrus Body Wash Scrub,4.6,9,https://www.ulta.com/citrus-body-wash-scrub?productId=xlsImpprod10711319
Giorgio Armani,shaving,51,Armani Code After Shave Lotion,4.6,9,https://www.ulta.com/armani-code-after-shave-lotion?productId=xlsImpprod640938
Nioxin,hair,16.5,"Scalp Optimizing Cleanser, Shampoo For Advanced Thinning Hair",4.6,9,https://www.ulta.com/scalp-optimizing-cleanser-shampoo-advanced-thinning-hair?productId=xlsImpprod12291927
Bosley,hair,18.95,Bosley Pro BosVolumize Styling Hairspray,4.4,9,https://www.ulta.com/bosley-pro-bosvolumize-styling-hairspray?productId=xlsImpprod16681055
Jack Black,hair,23,Wax Pomade,4.1,9,https://www.ulta.com/wax-pomade?productId=xlsImpprod12261213
Aramis,body ,28,24 Hour Deodorant Stick,4,9,https://www.ulta.com/24-hour-deodorant-stick?productId=xlsImpprod640936
Dr. Bronner's,shaving,9.99,Lavender Shaving Soap,3.9,9,https://www.ulta.com/lavender-shaving-soap?productId=xlsImpprod16541387
Baxter of California,body ,19,Deep Cleansing Bar Charcoal Clay,5,8,https://www.ulta.com/deep-cleansing-bar-charcoal-clay?productId=xlsImpprod18591023
Baxter of California,shaving,18,Shave Tonic,5,8,https://www.ulta.com/shave-tonic?productId=xlsImpprod18591025
Paco Rabanne,cologne,100,Invictus Intense Eau de Toilette,5,8,https://www.ulta.com/invictus-intense-eau-de-toilette?productId=xlsImpprod16841007
Billy Jealousy,shaving,16,Devil's Delight Beard Balm,4.9,8,https://www.ulta.com/devils-delight-beard-balm?productId=xlsImpprod18181039
American Crew,hair,17.95,Heavy Hold Pomade,4.8,8,https://www.ulta.com/heavy-hold-pomade?productId=xlsImpprod15911041
Baxter of California,hair,23,Cream Pomade,4.8,8,https://www.ulta.com/cream-pomade?productId=xlsImpprod18591019
Clinique,body ,39.5,Clinique For Men Maximum Hydrator Activated Water-Gel Concentrate,4.8,8,https://www.ulta.com/clinique-men-maximum-hydrator-activated-water-gel-concentrate?productId=xlsImpprod15841061
Redken,hair,11,Brews Cleanse Bar,4.6,8,https://www.ulta.com/brews-cleanse-bar?productId=xlsImpprod17701089
Billy Jealousy,shaving,16,Tin Man Beard Wax,4.5,8,https://www.ulta.com/tin-man-beard-wax?productId=xlsImpprod15861175
Hugo Boss,cologne,89,BOSS Bottled Tonic Eau de Toilette,4.5,8,https://www.ulta.com/boss-bottled-tonic-eau-de-toilette?productId=xlsImpprod16841005
Azzaro,cologne,45,Chrome United Eau de Toilette,4.4,8,https://www.ulta.com/chrome-united-eau-de-toilette?productId=xlsImpprod5890140
Every Man Jack,body ,6.39,Cedarwood Deodorant,4.3,8,https://www.ulta.com/cedarwood-deodorant?productId=xlsImpprod10711317
Tigi,hair,16.5,Bed Head For Men Pure Texture Molding Paste,3.6,8,https://www.ulta.com/bed-head-men-pure-texture-molding-paste?productId=xlsImpprod11201017
Calvin Klein,cologne,85,Obsessed For Men Eau de Toilette,5,7,https://www.ulta.com/obsessed-men-eau-de-toilette?productId=xlsImpprod16841003
House 99 by David Beckham,skincare,26,Truly Brighter Eye Balm,5,7,https://www.ulta.com/truly-brighter-eye-balm?productId=xlsImpprod17561029
Ralph Lauren,cologne,88,Polo Ultra Blue Eau de Toilette,4.9,7,https://www.ulta.com/polo-ultra-blue-eau-de-toilette?productId=xlsImpprod17941015
Billy Jealousy,shaving,25,Beard Quencher,4.6,7,https://www.ulta.com/beard-quencher?productId=xlsImpprod16541011
Every Man Jack,hair,7.99,2 in 1 Thickening Shampoo + Conditioner,4.6,7,https://www.ulta.com/2-in-1-thickening-shampoo-conditioner?productId=xlsImpprod10711333
Duke Cannon Supply Co,body ,0.75,Cold Shower Cooling Towel Single,4.4,7,https://www.ulta.com/cold-shower-cooling-towel-single?productId=pimprod2002338
Bosley,hair,39.95,Bosley Pro BosRevive Thickening Treatment For Non Color-Treated Hair,4.3,7,https://www.ulta.com/bosley-pro-bosrevive-thickening-treatment-non-color-treated-hair?productId=xlsImpprod5370063
American Crew,hair,17.95,Fiber Cream,4.1,7,https://www.ulta.com/fiber-cream?productId=xlsImpprod18181005
Aquaphor,body ,7.49,Touch-Free Healing Ointment,4.1,7,https://www.ulta.com/touch-free-healing-ointment?productId=xlsImpprod11821029
Dior,body ,25,Sauvage Deodorant Stick,4.1,7,https://www.ulta.com/sauvage-deodorant-stick?productId=xlsImpprod14351009
18.21 Man Made,hair,24,Wax,3.9,7,https://www.ulta.com/wax?productId=pimprod2005011
Truly,skincare,26,Super Matcha Facial Cleanser,3.4,7,https://www.ulta.com/super-matcha-facial-cleanser?productId=pimprod2010496
Baxter of California,hair,27,Clay Effect Style Spray,3.3,7,https://www.ulta.com/clay-effect-style-spray?productId=xlsImpprod18591015
Billy Jealousy,shaving,16,Original Gangster Beard Balm,5,6,https://www.ulta.com/original-gangster-beard-balm?productId=xlsImpprod18571051
Duke Cannon Supply Co,shaving,13.5,Best Damn Beard Balm,5,6,https://www.ulta.com/best-damn-beard-balm?productId=xlsImpprod16171055
Paul Mitchell,hair,15,MITCH Steady Grip Hair Gel,5,6,https://www.ulta.com/mitch-steady-grip-hair-gel?productId=xlsImpprod13881099
Baxter of California,hair,20,Grooming Cream,4.8,6,https://www.ulta.com/grooming-cream?productId=xlsImpprod18591051
Baxter of California,shaving,19,After Shave Balm,4.8,6,https://www.ulta.com/after-shave-balm?productId=xlsImpprod18591045
Billy Jealousy,shaving,24,Beardo's Bounty Beard Oil,4.7,6,https://www.ulta.com/beardos-bounty-beard-oil?productId=xlsImpprod14731007
CeraVe,body ,19.99,Moisturizing Cream For Normal To Dry Skin With Pump,4.7,6,https://www.ulta.com/moisturizing-cream-normal-dry-skin-with-pump?productId=pimprod2008820
Every Man Jack,body ,6.39,Cedarwood Body Wash,4.7,6,https://www.ulta.com/cedarwood-body-wash?productId=xlsImpprod10711315
Jack Black,hair,32,Double-Header Shampoo + Conditioner,4.7,6,https://www.ulta.com/double-header-shampoo-conditioner?productId=xlsImpprod12261203
Baxter of California,shaving,27,Beard Oil for All Skin Types,4.5,6,https://www.ulta.com/beard-oil-all-skin-types?productId=xlsImpprod18591043
Jack Black,hair,22,Nourishing Hair & Scalp Conditioner,4.5,6,https://www.ulta.com/nourishing-hair-scalp-conditioner?productId=xlsImpprod12261201
Baxter of California,skincare,32,Oil Free Moisturizer SPF 15,4.3,6,https://www.ulta.com/oil-free-moisturizer-spf-15?productId=xlsImpprod18591011
Clinique,skincare,14.5,Clinique For Men Starter Kit - Daily Age Repair,4.3,6,https://www.ulta.com/clinique-men-starter-kit-daily-age-repair?productId=xlsImpprod18451217
Paul Mitchell,hair,18,MITCH Clean Cut Styling Hair Cream,4.3,6,https://www.ulta.com/mitch-clean-cut-styling-hair-cream?productId=xlsImpprod13881101
Paul Mitchell,hair,26,MITCH Heavy Hitter Deep Cleansing Shampoo,4.3,6,https://www.ulta.com/mitch-heavy-hitter-deep-cleansing-shampoo?productId=xlsImpprod13881107
Clinique,skincare,14.5,Clinique For Men Starter Kit - Daily Oil Control,4.2,6,https://www.ulta.com/clinique-men-starter-kit-daily-oil-control?productId=xlsImpprod18451215
